age,monthly_income_inr,area_type,upi_monthly_avg_txn_count,upi_avg_txn_amount,upi_failed_txn_ratio,mobile_recharge_consistency_score,mobile_recharge_lapse_days_max,utility_bills_on_time_pct,electricity_bill_avg_amount,cooperative_meeting_attendance_pct,shg_savings_amount_inr,microfinance_loans_repaid_count,microfinance_default_rate,gig_monthly_earnings,gig_platform_rating,jandhan_avg_balance,jandhan_zero_balance_months,monthly_data_usage_gb,telecom_bill_late_payments,banking_app_login_frequency_monthly,fintech_apps_count,rent_on_time_payment_pct,rent_to_income_ratio,social_referral_count,insurance_policy_count,alternative_credit_score,credit_risk_label,loan_approved
47,34552,Urban,19,229.93,0.084,0.77,69,0.76,416.01,0.0,0,4,0.071,14787.55,4.8,5227.7,3,2.14,10,51,1,0.0,0.0,1,2,655,Low Risk,1
36,28709,Urban,63,207.76,0.132,0.97,81,0.65,662.21,0.47,14092,1,0.053,13444.59,4.1,57.03,1,5.73,4,28,3,0.89,0.07,6,1,719,Low Risk,1
34,34055,Urban,15,3227.5,0.123,0.94,36,0.44,1160.96,0.84,45427,2,0.269,0.0,0.0,7659.57,8,2.0,8,43,2,0.34,0.54,1,2,651,Low Risk,1
36,7917,Semi-Urban,50,2208.75,0.073,0.27,37,0.37,2097.11,0.0,0,0,0.085,5164.36,4.3,457.46,3,27.85,8,9,2,0.7,0.42,0,0,606,Medium Risk,1
45,11429,Rural,104,99.38,0.099,0.23,14,0.78,1868.39,0.0,0,3,0.223,707.47,3.3,1497.05,8,5.69,7,31,0,0.95,0.5,9,3,655,Low Risk,1
43,17716,Urban,36,21.06,0.062,0.96,39,0.76,2139.2,0.78,7672,3,0.178,0.0,0.0,868.51,6,1.75,11,24,3,0.0,0.0,4,3,547,High Risk,0
54,18795,Urban,103,217.23,0.03,0.46,8,0.85,2309.83,0.0,0,2,0.025,0.0,0.0,1733.78,6,3.03,9,27,4,0.71,0.19,7,3,631,Medium Risk,1
43,14138,Urban,72,384.45,0.077,0.21,52,0.8,1973.84,0.0,0,0,0.016,1485.27,3.1,20.98,0,9.58,5,28,3,0.0,0.0,3,2,588,Medium Risk,0
40,5530,Rural,68,87.13,0.179,0.71,69,0.52,728.25,0.82,49909,1,0.179,666.19,4.2,153.78,1,1.51,3,50,6,0.73,0.41,0,1,705,Low Risk,1
26,21344,Semi-Urban,41,92.46,0.117,0.28,65,0.27,785.07,0.0,0,2,0.107,0.0,0.0,742.96,6,68.07,1,34,6,0.79,0.17,3,3,584,Medium Risk,0
29,26429,Semi-Urban,56,1634.46,0.088,0.27,79,0.49,945.97,0.4,8043,4,0.043,11275.7,4.7,436.26,11,1.05,11,46,3,0.0,0.0,8,0,646,Medium Risk,1
18,20432,Rural,65,179.64,0.109,0.88,51,0.96,827.38,0.0,0,7,0.094,0.0,0.0,0.0,0,11.31,9,56,2,0.94,0.29,7,2,651,Low Risk,1
18,8772,Semi-Urban,8,541.69,0.32,0.16,0,0.73,697.84,0.97,19217,8,0.334,0.0,0.0,538.02,6,2.75,2,31,7,0.0,0.0,8,1,568,Medium Risk,0
51,18476,Rural,106,80.13,0.309,0.06,29,0.34,1905.97,0.0,0,2,0.16,0.0,0.0,289.78,2,2.0,8,45,5,0.91,0.66,6,1,541,High Risk,0
49,21913,Rural,99,228.53,0.111,0.27,0,0.7,181.58,0.0,0,3,0.138,0.0,0.0,0.0,0,7.67,0,35,3,0.0,0.0,5,2,592,Medium Risk,0
42,18751,Urban,85,163.43,0.02,0.61,38,0.23,1848.14,0.0,0,4,0.034,0.0,0.0,3023.61,3,2.85,6,6,3,0.0,0.0,5,2,583,Medium Risk,0
57,5964,Urban,63,108.8,0.438,0.12,15,0.93,2076.55,0.0,0,3,0.049,0.0,0.0,0.0,0,22.01,9,9,5,0.0,0.0,0,1,527,High Risk,0
18,10137,Urban,85,978.83,0.567,0.47,16,0.74,258.51,0.53,45621,0,0.042,21738.93,3.8,6069.32,5,1.1,5,45,2,0.0,0.0,2,3,714,Low Risk,1
33,20347,Urban,21,46.22,0.205,0.63,81,0.63,248.43,0.0,0,2,0.194,0.0,0.0,842.61,8,7.86,1,33,2,0.57,0.37,1,1,581,Medium Risk,0
56,19920,Rural,33,350.75,0.112,0.85,21,0.76,785.11,0.0,0,0,0.284,0.0,0.0,99.36,5,3.4,4,32,6,0.0,0.0,6,0,566,Medium Risk,0
22,34822,Semi-Urban,54,159.79,0.278,0.23,85,0.56,599.94,0.0,0,2,0.059,23187.45,3.8,265.35,3,6.03,1,25,0,0.56,0.02,9,1,684,Low Risk,1
39,16891,Urban,28,402.54,0.225,0.82,30,0.79,1494.72,0.52,7657,1,0.033,0.0,0.0,0.0,0,7.49,8,47,0,0.87,0.18,5,2,640,Medium Risk,1
46,10340,Rural,37,162.41,0.157,0.23,39,0.84,1721.08,0.0,0,3,0.062,15067.71,3.8,0.0,0,0.79,4,47,3,0.0,0.0,2,0,660,Low Risk,1
20,33651,Semi-Urban,109,692.72,0.129,0.68,26,0.89,1621.94,0.96,9125,3,0.157,0.0,0.0,55.21,10,5.66,5,12,7,0.54,0.6,3,2,652,Low Risk,1
29,26563,Urban,96,79.23,0.04,0.43,35,0.89,957.63,0.0,0,7,0.112,1829.67,4.9,689.14,6,13.32,3,29,3,0.42,0.09,0,3,709,Low Risk,1
43,10967,Semi-Urban,17,981.48,0.238,0.11,3,0.77,1296.15,0.0,0,3,0.11,0.0,0.0,0.0,0,7.14,0,31,5,0.0,0.0,3,3,583,Medium Risk,0
33,15415,Semi-Urban,70,236.38,0.247,0.71,68,0.78,1635.98,0.0,0,4,0.024,19449.07,3.4,0.0,0,3.1,2,32,1,0.0,0.0,1,0,635,Medium Risk,1
54,14871,Rural,64,49.69,0.105,0.22,24,0.66,386.62,0.0,0,7,0.025,0.0,0.0,1298.99,8,1.09,4,5,4,0.0,0.0,4,2,596,Medium Risk,0
39,31763,Urban,96,553.5,0.031,0.18,77,0.84,650.83,0.0,0,0,0.084,29314.14,4.9,303.23,6,7.45,2,35,1,0.0,0.0,8,0,649,Medium Risk,1
46,14916,Urban,0,192.75,0.049,0.36,29,0.8,2237.19,0.0,0,5,0.063,3648.91,3.4,0.0,0,29.26,7,1,7,0.7,0.61,8,0,601,Medium Risk,1
31,11734,Semi-Urban,87,31.52,0.061,0.65,46,0.87,921.58,0.0,0,1,0.05,0.0,0.0,5369.72,11,8.69,1,6,1,0.0,0.0,0,3,647,Medium Risk,1
45,3845,Urban,3,364.66,0.165,0.23,11,0.42,2022.78,0.67,29081,5,0.171,0.0,0.0,0.0,0,14.26,11,55,3,0.0,0.0,5,2,512,High Risk,0
22,31179,Semi-Urban,3,818.86,0.118,0.18,26,0.6,702.38,0.0,0,3,0.079,0.0,0.0,196.44,3,11.39,1,29,2,0.0,0.0,1,1,508,High Risk,0
47,25161,Semi-Urban,81,1139.75,0.24,0.01,44,0.55,199.94,0.0,0,2,0.016,0.0,0.0,898.29,6,3.03,0,45,2,0.78,0.08,0,3,618,Medium Risk,1
22,22420,Semi-Urban,26,155.4,0.03,0.47,87,0.58,1300.96,0.0,0,2,0.296,0.0,0.0,18.45,1,4.91,11,54,4,0.96,0.35,8,0,538,High Risk,0
29,25331,Rural,42,291.31,0.176,0.43,62,0.36,2241.96,0.0,0,3,0.023,0.0,0.0,326.94,10,10.68,0,25,7,0.89,0.5,1,2,627,Medium Risk,1
33,5494,Semi-Urban,58,259.99,0.121,0.23,54,0.88,2066.28,0.65,12386,4,0.207,0.0,0.0,207.19,9,0.92,3,24,2,0.61,0.14,5,0,627,Medium Risk,1
43,15677,Urban,31,1462.3,0.215,0.05,29,0.83,707.05,0.0,0,0,0.189,0.0,0.0,0.0,0,8.6,7,32,3,0.79,0.38,5,0,579,Medium Risk,0
43,22103,Semi-Urban,32,92.52,0.061,0.43,81,0.76,2283.85,0.45,26216,3,0.003,0.0,0.0,329.58,1,15.78,7,41,5,0.85,0.64,2,0,638,Medium Risk,1
38,21268,Rural,27,140.11,0.099,0.79,13,0.35,1251.32,0.49,216,2,0.091,0.0,0.0,0.0,0,4.26,7,5,2,0.9,0.36,5,2,577,Medium Risk,0
56,15330,Rural,105,89.87,0.067,0.72,55,0.62,217.6,0.0,0,8,0.058,16130.17,4.0,106.91,4,10.12,10,7,5,0.88,0.34,3,3,708,Low Risk,1
53,23733,Urban,104,42.99,0.288,0.86,18,0.72,167.02,0.0,0,1,0.044,0.0,0.0,7.11,0,2.57,0,8,7,0.0,0.0,7,1,583,Medium Risk,0
50,30777,Rural,54,329.42,0.014,0.01,85,0.91,1264.27,0.0,0,5,0.033,17499.38,4.3,5058.83,1,4.66,0,10,0,0.0,0.0,3,0,720,Low Risk,1
47,8179,Semi-Urban,99,1671.64,0.031,0.97,25,0.63,1411.17,0.0,0,4,0.018,12666.17,3.2,474.68,10,3.41,6,23,6,0.63,0.21,6,1,708,Low Risk,1
54,30286,Urban,59,192.83,0.049,0.34,70,0.49,291.79,0.0,0,0,0.023,0.0,0.0,310.62,5,7.1,6,5,4,0.94,0.23,9,3,596,Medium Risk,0
40,9610,Urban,69,84.92,0.047,0.99,37,0.78,2313.38,0.0,0,3,0.024,28929.43,4.8,1653.8,5,4.04,9,39,6,0.92,0.11,1,0,737,Low Risk,1
27,9430,Urban,61,306.2,0.055,0.25,68,0.76,1823.72,0.0,0,1,0.039,0.0,0.0,0.0,0,0.84,4,55,2,0.0,0.0,5,2,556,Medium Risk,0
22,10154,Rural,79,496.18,0.095,0.47,35,0.21,2023.08,0.0,0,3,0.004,14713.63,3.8,0.0,0,2.19,7,15,2,0.0,0.0,9,0,608,Medium Risk,1
53,16828,Urban,33,202.83,0.17,0.35,17,0.76,1501.66,0.0,0,0,0.162,7454.72,4.5,0.0,0,31.27,5,16,0,0.88,0.32,4,0,685,Low Risk,1
51,13145,Urban,86,1318.49,0.025,0.36,56,0.75,1692.51,0.86,27423,0,0.136,0.0,0.0,179.01,8,7.91,0,23,6,0.94,0.48,0,0,667,Low Risk,1
48,34497,Rural,113,92.31,0.085,0.84,77,0.89,1030.86,0.0,0,3,0.082,0.0,0.0,486.31,6,0.55,6,6,1,0.0,0.0,4,0,627,Medium Risk,1
27,9488,Urban,105,173.41,0.125,0.75,22,0.87,1730.31,0.32,36123,1,0.011,27743.33,4.3,1100.63,11,15.0,7,39,3,0.4,0.44,5,3,734,Low Risk,1
36,24121,Urban,87,349.04,0.166,0.99,13,0.91,2447.64,0.0,0,3,0.29,11896.14,4.8,0.0,0,1.42,11,39,2,0.95,0.24,1,3,668,Low Risk,1
49,25909,Urban,55,392.12,0.014,0.61,68,0.76,1654.52,0.68,48631,5,0.024,0.0,0.0,354.67,0,10.95,7,59,6,0.0,0.0,6,2,651,Low Risk,1
18,6850,Urban,112,258.96,0.186,0.46,21,0.83,919.92,0.0,0,3,0.106,0.0,0.0,0.0,0,16.32,9,57,5,0.92,0.65,0,0,595,Medium Risk,0
22,20073,Urban,12,52.77,0.123,0.09,27,0.86,784.57,0.0,0,4,0.003,17494.54,3.4,62.84,6,4.96,8,26,0,0.0,0.0,0,2,563,Medium Risk,0
21,16564,Semi-Urban,55,4046.52,0.077,1.0,42,0.83,2412.03,0.0,0,0,0.036,0.0,0.0,1231.89,1,1.65,2,9,0,0.69,0.64,0,0,703,Low Risk,1
33,29526,Urban,17,184.35,0.073,0.55,75,0.86,544.01,0.0,0,1,0.247,0.0,0.0,57.4,11,2.19,1,53,1,0.0,0.0,1,2,530,High Risk,0
41,24559,Urban,53,279.31,0.04,0.7,17,0.72,2034.87,0.82,25435,6,0.219,6262.41,3.4,181.61,8,8.41,7,8,6,0.94,0.05,0,0,690,Low Risk,1
33,33158,Rural,76,512.92,0.018,0.41,76,0.65,1216.63,0.0,0,1,0.029,0.0,0.0,20.7,0,1.44,10,50,5,0.94,0.06,6,3,598,Medium Risk,0
19,28032,Semi-Urban,112,114.0,0.174,0.55,83,0.78,1165.02,0.0,0,2,0.119,0.0,0.0,634.21,8,2.5,3,9,5,0.0,0.0,4,0,568,Medium Risk,0
45,8078,Semi-Urban,100,261.99,0.028,0.94,35,0.5,1894.09,0.49,48304,4,0.103,0.0,0.0,0.0,0,7.48,1,48,7,0.72,0.11,6,0,684,Low Risk,1
49,29706,Semi-Urban,42,108.57,0.056,0.17,6,0.61,455.29,0.7,48259,0,0.224,27484.7,3.9,20.18,9,2.34,1,29,7,0.0,0.0,4,3,685,Low Risk,1
44,15168,Urban,38,402.89,0.175,0.29,22,0.36,1219.11,0.0,0,1,0.212,0.0,0.0,496.45,5,18.56,1,8,2,0.0,0.0,7,2,530,High Risk,0
37,32794,Semi-Urban,60,175.7,0.003,0.15,33,0.5,186.0,0.0,0,2,0.08,0.0,0.0,1978.31,11,1.59,4,45,1,0.0,0.0,9,1,565,Medium Risk,0
41,31820,Semi-Urban,41,337.8,0.062,0.79,20,0.76,1708.98,0.0,0,7,0.027,26142.34,4.1,0.0,0,0.17,7,57,4,0.88,0.49,7,3,720,Low Risk,1
29,8448,Semi-Urban,80,69.7,0.083,0.06,69,0.91,240.11,0.0,0,1,0.076,11541.27,4.9,692.29,1,2.06,8,25,0,0.0,0.0,8,2,620,Medium Risk,1
52,20563,Rural,78,90.5,0.078,0.08,79,0.75,309.49,0.0,0,5,0.05,0.0,0.0,1308.48,9,6.11,10,33,3,0.0,0.0,2,0,554,Medium Risk,0
50,31861,Urban,17,47.55,0.046,0.3,46,0.7,2127.58,0.79,23564,5,0.195,10794.24,4.1,137.19,11,10.63,5,34,0,0.85,0.03,1,1,707,Low Risk,1
50,31141,Rural,22,104.31,0.088,0.51,52,0.72,1163.09,0.0,0,2,0.021,10962.12,3.6,475.47,1,2.98,7,26,1,0.84,0.52,6,2,698,Low Risk,1
60,12074,Urban,53,11.15,0.149,0.41,83,0.87,582.34,0.0,0,2,0.027,24202.37,3.5,10918.54,2,3.4,5,19,3,0.0,0.0,6,2,658,Low Risk,1
54,9406,Rural,114,169.27,0.255,0.04,40,0.92,1522.2,0.0,0,3,0.045,9288.7,3.5,502.92,5,4.35,0,23,7,0.88,0.59,2,0,715,Low Risk,1
29,34823,Semi-Urban,29,128.88,0.072,0.96,74,0.54,1346.28,0.0,0,2,0.294,0.0,0.0,115.18,0,25.58,10,26,6,0.91,0.17,1,0,552,Medium Risk,0
20,27975,Rural,97,293.27,0.083,0.95,31,0.88,1086.18,0.44,42136,3,0.053,16459.25,3.3,681.2,10,6.55,8,40,7,0.0,0.0,9,2,735,Low Risk,1
18,26291,Urban,57,258.15,0.036,0.28,13,0.93,2273.0,0.0,0,4,0.061,0.0,0.0,0.0,0,2.74,9,18,3,0.96,0.42,1,0,606,Medium Risk,1
50,11800,Semi-Urban,67,1105.99,0.075,0.73,87,0.77,1898.7,0.0,0,0,0.071,0.0,0.0,381.37,7,34.87,6,17,0,0.0,0.0,2,1,545,High Risk,0
57,17083,Semi-Urban,66,5503.68,0.224,0.58,16,0.6,463.82,0.7,11632,2,0.008,0.0,0.0,0.0,0,4.53,1,49,7,0.85,0.1,7,0,700,Low Risk,1
27,4638,Rural,70,958.19,0.155,0.24,24,0.83,1469.86,0.0,0,8,0.1,538.25,3.1,179.82,4,0.56,2,42,3,0.93,0.7,7,1,702,Low Risk,1
60,25055,Semi-Urban,119,142.06,0.11,0.26,63,0.38,312.99,0.63,47413,4,0.012,1698.44,3.1,5.56,6,1.12,1,40,6,0.74,0.23,0,1,688,Low Risk,1
61,26312,Semi-Urban,17,135.36,0.168,0.49,72,0.49,687.17,0.57,13932,9,0.505,0.0,0.0,311.12,4,7.83,8,11,2,0.89,0.29,8,0,552,Medium Risk,0
46,13340,Semi-Urban,105,693.95,0.075,0.42,85,0.87,2283.66,0.29,48528,6,0.121,0.0,0.0,844.62,3,0.76,7,39,7,0.84,0.6,4,2,691,Low Risk,1
30,4382,Urban,6,32.46,0.005,0.29,47,0.65,1208.99,0.0,0,2,0.068,7349.13,3.1,5551.79,5,7.37,4,17,0,0.0,0.0,4,1,615,Medium Risk,1
29,4403,Semi-Urban,39,167.63,0.054,0.81,34,0.86,2241.05,0.75,25147,8,0.041,25722.66,3.6,0.0,0,2.05,3,7,1,0.95,0.48,1,0,807,Very Low Risk,1
48,12011,Urban,69,183.87,0.166,0.48,36,0.76,498.4,0.72,12353,3,0.084,26486.25,3.3,0.0,0,14.55,6,35,4,0.0,0.0,4,3,672,Low Risk,1
19,6292,Rural,85,493.22,0.051,0.65,54,0.84,592.82,0.39,11916,0,0.002,0.0,0.0,0.0,0,5.3,8,37,1,0.9,0.23,5,1,632,Medium Risk,1
52,12011,Rural,64,511.14,0.197,0.19,16,0.81,946.78,0.0,0,3,0.181,0.0,0.0,279.02,0,0.87,7,52,2,0.0,0.0,6,2,532,High Risk,0
40,3419,Rural,67,100.14,0.103,0.53,27,0.86,979.18,0.0,0,1,0.07,0.0,0.0,1521.92,2,11.18,7,15,7,0.91,0.02,0,2,631,Medium Risk,1
34,15411,Urban,109,148.82,0.138,0.32,0,0.92,1888.67,0.48,31263,6,0.116,0.0,0.0,318.02,3,17.52,10,52,4,0.0,0.0,2,2,595,Medium Risk,0
43,7517,Rural,48,417.43,0.187,0.53,52,0.51,1538.59,0.0,0,1,0.199,20546.76,4.1,0.0,0,1.25,1,12,4,0.0,0.0,3,3,597,Medium Risk,0
25,22686,Rural,51,93.81,0.089,0.78,72,0.55,1427.8,0.0,0,8,0.203,0.0,0.0,0.0,0,2.01,11,25,5,0.0,0.0,6,1,525,High Risk,0
46,27241,Semi-Urban,113,1040.38,0.358,0.77,54,0.84,1545.7,0.0,0,2,0.022,214.52,4.7,18412.49,8,7.41,11,47,1,0.0,0.0,7,3,651,Low Risk,1
43,18422,Semi-Urban,106,508.27,0.084,0.35,60,0.93,1857.26,0.49,31962,5,0.158,3414.11,3.3,43.1,7,8.86,9,25,7,0.0,0.0,4,3,647,Medium Risk,1
27,12700,Urban,28,300.61,0.26,0.69,12,0.38,2242.76,0.55,43978,4,0.008,10103.21,3.7,27.35,1,47.15,8,54,7,0.43,0.66,6,3,678,Low Risk,1
43,27254,Rural,20,391.16,0.143,0.94,46,0.84,1095.38,0.0,0,1,0.039,0.0,0.0,98.99,4,10.92,1,55,6,0.0,0.0,1,3,562,Medium Risk,0
51,8693,Semi-Urban,89,139.73,0.063,0.63,63,0.51,2027.02,0.74,28543,1,0.083,24527.55,4.6,370.48,8,49.44,7,20,7,0.72,0.14,7,1,724,Low Risk,1
58,3767,Urban,77,115.41,0.134,0.15,31,0.61,1288.23,0.0,0,0,0.092,0.0,0.0,182.81,2,4.57,4,51,0,0.84,0.68,1,1,541,High Risk,0
24,21428,Urban,8,146.99,0.143,0.68,27,0.86,1832.99,0.0,0,6,0.261,0.0,0.0,2625.66,4,6.58,10,49,0,0.9,0.11,2,2,589,Medium Risk,0
21,17818,Rural,46,445.84,0.04,0.1,52,0.59,2199.58,0.0,0,9,0.081,0.0,0.0,122.96,8,2.54,5,20,4,0.0,0.0,2,3,569,Medium Risk,0
28,34238,Rural,75,311.44,0.191,0.87,30,0.96,177.32,0.0,0,3,0.138,0.0,0.0,75.93,5,2.66,9,7,1,0.88,0.59,5,3,633,Medium Risk,1
46,33874,Rural,41,147.34,0.181,0.52,7,0.77,1411.91,0.75,6673,0,0.02,0.0,0.0,2998.27,4,5.19,8,32,7,0.0,0.0,9,0,614,Medium Risk,1
53,29715,Semi-Urban,50,601.54,0.262,0.39,71,0.74,2474.51,0.28,22156,5,0.492,0.0,0.0,0.0,0,2.5,7,5,7,0.93,0.1,5,1,571,Medium Risk,0
42,30605,Urban,55,198.59,0.128,0.06,86,0.68,1290.94,0.96,29856,0,0.012,0.0,0.0,0.0,0,0.35,4,49,1,0.97,0.21,0,0,648,Medium Risk,1
38,4549,Urban,50,106.49,0.064,0.38,73,0.54,2174.33,0.0,0,3,0.007,0.0,0.0,0.0,0,2.3,5,1,0,0.73,0.49,9,1,604,Medium Risk,1
53,34174,Urban,69,332.02,0.123,0.9,24,0.84,546.16,0.0,0,2,0.204,0.0,0.0,2014.7,10,13.15,4,7,5,0.0,0.0,1,3,626,Medium Risk,1
27,12956,Urban,19,72.56,0.103,0.02,32,0.65,1550.29,0.62,35749,6,0.018,0.0,0.0,285.8,2,4.82,8,5,2,0.0,0.0,4,0,597,Medium Risk,0
54,9140,Semi-Urban,87,32.31,0.08,0.47,67,0.77,2188.73,0.84,28421,1,0.252,389.45,4.2,494.28,0,4.85,10,5,0,0.84,0.49,8,1,672,Low Risk,1
26,13837,Urban,26,243.2,0.075,0.93,6,0.83,1135.68,0.0,0,2,0.16,15698.94,4.6,672.58,3,2.09,11,21,0,0.57,0.55,5,0,654,Low Risk,1
41,6716,Semi-Urban,37,111.17,0.094,0.39,65,0.53,1268.13,0.0,0,1,0.082,0.0,0.0,3227.17,6,6.25,4,24,2,0.86,0.2,5,0,633,Medium Risk,1
52,32181,Rural,71,180.37,0.257,0.43,45,0.39,296.84,0.61,32097,0,0.032,0.0,0.0,785.31,2,23.54,5,45,0,0.74,0.06,0,2,629,Medium Risk,1
52,32878,Semi-Urban,64,76.7,0.014,0.58,4,0.71,201.21,0.0,0,2,0.004,0.0,0.0,144.38,9,18.19,0,30,4,0.0,0.0,7,2,598,Medium Risk,0
53,7481,Rural,53,1043.9,0.074,0.46,16,0.79,1224.9,0.83,26066,0,0.025,0.0,0.0,399.54,7,6.46,7,34,7,0.0,0.0,8,3,614,Medium Risk,1
35,33269,Semi-Urban,112,110.63,0.34,0.17,75,0.61,2124.34,0.82,35056,3,0.057,0.0,0.0,1117.18,1,1.91,7,49,4,0.0,0.0,4,3,625,Medium Risk,1
56,27282,Urban,112,145.71,0.033,0.02,51,0.87,2335.18,0.0,0,4,0.01,22698.48,3.2,0.0,0,26.24,7,4,4,0.92,0.03,9,3,676,Low Risk,1
49,9548,Semi-Urban,23,385.08,0.423,0.61,11,0.81,1680.77,0.77,8239,3,0.095,21793.44,3.6,219.44,2,12.93,11,21,5,0.0,0.0,2,1,615,Medium Risk,1
41,21677,Urban,46,46.9,0.164,0.92,61,0.66,2083.36,0.0,0,0,0.237,0.0,0.0,192.58,10,1.02,6,56,6,0.96,0.03,9,3,607,Medium Risk,1
40,7837,Urban,70,42.92,0.055,0.11,34,0.55,1863.65,0.83,4008,1,0.016,0.0,0.0,1265.89,5,0.77,6,47,4,0.84,0.08,4,0,619,Medium Risk,1
49,10758,Semi-Urban,82,386.5,0.154,0.21,61,0.48,1783.57,0.0,0,1,0.013,0.0,0.0,107.22,6,1.08,5,24,5,0.94,0.26,4,2,585,Medium Risk,0
54,13900,Urban,85,143.46,0.069,0.37,20,0.6,1945.68,0.7,40039,1,0.034,0.0,0.0,156.45,4,2.74,6,17,4,0.71,0.16,0,0,645,Medium Risk,1
29,26177,Urban,62,82.95,0.051,0.81,84,0.77,1312.73,0.58,25038,8,0.012,0.0,0.0,419.26,9,11.04,8,8,1,0.0,0.0,8,0,631,Medium Risk,1
30,27022,Semi-Urban,56,504.74,0.158,0.27,65,0.83,1199.05,0.76,5193,1,0.017,17702.74,4.0,777.04,4,10.78,4,24,1,0.0,0.0,9,2,684,Low Risk,1
40,10993,Rural,54,92.36,0.012,0.88,52,0.75,481.94,0.0,0,2,0.118,0.0,0.0,1859.71,0,6.3,8,28,2,0.0,0.0,1,2,607,Medium Risk,1
42,25391,Rural,59,176.02,0.021,0.05,20,0.8,2125.16,0.57,47105,8,0.096,9142.46,4.4,516.09,3,3.89,8,53,5,0.87,0.26,4,3,769,Very Low Risk,1
52,8542,Rural,98,83.48,0.162,0.94,14,0.8,207.07,0.0,0,2,0.266,0.0,0.0,0.0,0,48.01,3,32,3,0.92,0.64,0,1,609,Medium Risk,1
58,28476,Urban,61,352.17,0.056,0.56,74,0.77,741.87,0.33,36308,1,0.055,0.0,0.0,952.44,8,4.64,8,42,4,0.0,0.0,6,3,605,Medium Risk,1
47,33784,Rural,29,1210.14,0.219,0.66,73,0.76,1347.8,0.0,0,2,0.004,7539.67,4.2,40.48,8,4.11,7,7,3,0.91,0.37,6,3,714,Low Risk,1
34,30660,Rural,92,26.23,0.101,0.37,81,0.49,2431.84,0.0,0,0,0.231,0.0,0.0,454.4,4,2.7,10,39,7,0.0,0.0,4,1,472,High Risk,0
37,25740,Semi-Urban,21,280.11,0.065,0.78,22,0.91,1986.34,0.0,0,1,0.095,19781.86,4.6,4535.76,4,40.94,4,55,6,0.99,0.66,9,0,769,Very Low Risk,1
42,29585,Rural,74,683.96,0.197,0.17,30,0.58,984.81,0.0,0,2,0.104,21814.57,4.0,1304.87,4,9.22,9,12,3,0.75,0.5,9,3,660,Low Risk,1
39,27817,Urban,83,147.56,0.127,0.05,53,0.54,1813.48,0.54,38520,9,0.013,324.66,3.6,388.33,6,1.59,10,7,6,0.85,0.02,1,2,666,Low Risk,1
30,17828,Rural,28,62.98,0.526,0.4,54,0.49,2335.29,0.0,0,0,0.183,0.0,0.0,1216.13,5,1.41,2,47,4,0.91,0.66,7,3,572,Medium Risk,0
36,26764,Rural,114,405.51,0.07,0.85,25,0.83,1393.32,0.43,35542,0,0.067,0.0,0.0,0.0,0,0.84,8,57,0,0.86,0.05,2,3,648,Medium Risk,1
53,19052,Urban,40,814.02,0.022,0.75,52,0.41,1208.66,0.43,33243,5,0.021,0.0,0.0,772.89,10,4.07,2,52,2,0.84,0.42,4,0,693,Low Risk,1
29,5385,Semi-Urban,41,712.39,0.298,0.52,65,0.89,1427.18,0.0,0,0,0.002,0.0,0.0,383.22,9,1.0,2,49,5,0.95,0.28,5,3,630,Medium Risk,1
58,17308,Rural,97,379.59,0.076,0.57,38,0.65,847.67,0.0,0,6,0.014,10708.47,3.7,471.02,2,1.39,2,40,6,0.7,0.69,5,0,712,Low Risk,1
36,23652,Urban,64,275.2,0.028,0.13,6,0.94,2277.64,0.61,20967,0,0.261,0.0,0.0,231.9,4,13.04,0,43,6,0.84,0.65,7,3,624,Medium Risk,1
29,3671,Semi-Urban,30,83.19,0.148,0.84,87,0.87,2013.48,0.0,0,3,0.086,0.0,0.0,3313.02,6,10.92,5,26,3,0.98,0.42,0,0,664,Low Risk,1
26,3163,Rural,29,691.11,0.101,0.79,38,0.87,1793.16,0.0,0,4,0.031,0.0,0.0,192.2,1,19.91,2,53,0,0.85,0.49,4,1,699,Low Risk,1
24,11656,Semi-Urban,111,646.74,0.098,0.66,31,0.5,1513.82,0.46,29424,0,0.003,23642.44,3.6,81.69,10,1.03,9,2,0,0.89,0.58,6,2,668,Low Risk,1
45,14234,Urban,17,62.45,0.18,0.47,25,0.99,2426.74,0.0,0,1,0.126,17216.65,4.2,0.0,0,1.64,2,32,4,0.0,0.0,4,0,634,Medium Risk,1
31,23976,Semi-Urban,118,378.94,0.083,0.96,86,0.71,814.49,0.0,0,8,0.038,19773.23,3.8,15.94,0,2.39,8,30,2,0.0,0.0,7,2,680,Low Risk,1
48,7795,Urban,16,535.6,0.267,0.88,77,0.69,779.52,0.87,29700,0,0.023,0.0,0.0,559.93,6,23.11,6,27,6,0.0,0.0,1,3,580,Medium Risk,0
36,13634,Semi-Urban,37,705.24,0.15,0.64,28,0.56,681.13,0.7,38349,1,0.013,17688.26,4.1,124.51,10,4.77,7,20,4,0.76,0.22,4,3,730,Low Risk,1
33,7798,Urban,13,223.63,0.036,0.37,24,0.91,1880.26,0.82,38253,0,0.084,482.76,3.6,57.18,1,27.72,0,51,2,0.66,0.47,3,0,673,Low Risk,1
22,25420,Semi-Urban,86,87.44,0.177,0.62,55,0.88,2013.49,0.49,36334,3,0.0,0.0,0.0,0.0,0,8.39,7,28,4,0.0,0.0,2,1,605,Medium Risk,1
