borrower_id,age,borrower_type,state,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,default_probability,defaulted
B01587,36,rural,Uttar Pradesh,7,10088.23,8569.95,17419.96,6606.2,9650.71,15550.29,daily-wage,21,1,,,,,2,15,9.0,12.0,2021.0,228.56,1.08,0.0,,,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,423200.0,agriculture,35,0.7891,1
B01588,32,rural,Bihar,6,9243.62,12598.84,15909.07,10143.69,13017.84,22169.39,daily-wage,29,2,39.9,1454.08,14.0,0.0,7,14,3.0,9.0,2017.0,295.17,1.25,5.7,0.284,0.9178740892970086,3.0,3.0,4.0,3.0,4.0,,4.0,2.0,298400.0,agriculture,44,0.3999,0
B01589,37,gig,Telangana,5,15540.21,37847.54,26530.33,28477.39,24189.61,33441.0,self-employed,17,3,49.5,2090.43,13.0,1.0,4,7,8.0,22.0,2017.0,497.23,1.86,9.2,0.295,0.6704116136554357,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,277600.0,business,39,0.3324,0
B01590,31,rural,Odisha,6,7515.2,8699.74,16066.21,9983.85,11190.43,19186.75,seasonal,19,2,,,,,3,12,,,2022.0,317.71,1.62,8.5,0.405,0.20710656055286872,2.0,2.0,5.0,3.0,2.0,2.0,5.0,2.0,133000.0,education,54,0.5816,0
B01591,30,rural,Odisha,7,14147.04,11788.81,23418.24,11243.57,10198.2,24443.15,self-employed,36,2,48.9,2238.19,20.0,0.0,20,23,,,2017.0,488.48,1.79,3.6,0.299,0.7110031119605278,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,348300.0,education,59,0.1967,0
B01592,25,migrant,Maharashtra,4,24030.25,19292.54,29879.26,23425.38,29284.24,26939.89,self-employed,7,3,32.9,2285.81,18.0,0.0,7,15,4.0,11.0,2022.0,611.52,1.8,6.8,0.256,0.38722255428609675,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,362900.0,consumption,59,0.3319,0
B01593,25,gig,Tamil Nadu,2,23425.74,28662.2,13190.69,31309.19,20328.98,35678.36,self-employed,18,3,64.5,1602.42,17.0,0.0,2,7,,,2022.0,461.93,1.92,5.2,0.305,0.889682790143484,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,158100.0,business,21,0.3319,0
B01594,53,rural,Rajasthan,6,12811.26,13449.25,23987.13,13614.47,12391.88,18415.08,seasonal,30,2,,,,,3,8,6.0,19.0,2017.0,506.62,1.62,7.2,0.309,0.8612904490066913,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,77800.0,agriculture,30,0.5225,0
B01595,31,migrant,Maharashtra,2,11318.89,11850.58,12576.81,14549.75,13221.46,9516.46,self-employed,3,1,0.0,1085.75,5.0,0.0,1,6,3.0,11.0,2023.0,470.71,0.5,0.0,,,2.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,121700.0,consumption,60,0.5592,0
B01596,22,gig,Telangana,2,19597.44,12759.25,15580.3,22034.29,16551.33,4424.91,daily-wage,3,2,0.0,1330.39,1.0,0.0,2,11,0.0,6.0,2024.0,386.22,1.3,1.1,0.437,0.7138488389178028,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,434800.0,medical,39,0.6818,1
B01597,28,rural,Bihar,4,9212.75,12238.79,18934.26,7252.08,8723.75,21519.17,seasonal,27,2,53.5,1460.89,17.0,0.0,3,15,,,2020.0,354.5,0.98,0.0,,,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,160800.0,business,22,0.5335,0
B01598,52,rural,Rajasthan,4,9701.95,7850.97,18918.67,9964.09,10008.22,20875.17,self-employed,24,2,57.6,1833.78,14.0,0.0,7,17,11.0,18.0,2017.0,304.48,1.49,0.0,,,2.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,114800.0,agriculture,35,0.3372,0
B01599,23,gig,Karnataka,2,37815.41,31055.53,8686.26,34179.36,26139.78,27814.36,salaried-gig,20,3,8.9,2030.53,10.0,0.0,4,14,2.0,15.0,2023.0,387.51,1.47,7.7,0.285,0.05541517448832239,1.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,101700.0,business,52,0.5351,0
B01600,44,rural,Uttar Pradesh,4,13205.36,11267.68,9260.98,13811.61,11951.24,18113.18,seasonal,27,1,,,,,1,24,7.0,16.0,2019.0,316.55,1.42,0.0,,,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,401200.0,education,38,0.538,0
B01601,32,gig,Maharashtra,5,35352.72,26437.79,13042.59,22015.08,37184.6,25322.1,salaried-gig,15,3,43.4,1153.76,12.0,0.0,4,15,3.0,22.0,2020.0,443.31,1.5,5.0,0.399,0.17881734202385666,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,236600.0,consumption,6,0.5443,0
B01602,21,migrant,Gujarat,2,27165.36,26850.06,28772.41,31367.52,31832.76,30434.92,salaried-gig,14,3,97.2,2998.26,28.0,0.0,17,20,6.0,11.0,2023.0,595.73,2.01,10.3,0.184,0.7116058907549159,3.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,15800.0,consumption,54,0.0389,0
B01603,45,rural,Rajasthan,4,6977.65,7595.01,13952.57,6605.69,5982.61,13577.97,seasonal,16,1,,,,,0,15,4.0,21.0,2020.0,400.04,0.81,3.3,0.34,0.40577806474518074,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,184100.0,business,31,0.6799,1
B01604,25,migrant,Tamil Nadu,2,16590.05,19022.21,20431.17,23389.8,21216.62,14875.28,self-employed,3,2,4.0,1049.02,1.0,0.0,8,15,1.0,6.0,2022.0,481.25,1.12,6.6,0.379,0.34891348501703096,3.0,3.0,3.0,2.0,3.0,,4.0,2.0,216300.0,agriculture,34,0.3837,0
B01605,54,rural,Rajasthan,6,11636.29,9892.64,16859.03,8430.7,7406.94,12610.57,seasonal,26,2,,,,,2,18,6.0,16.0,2018.0,214.15,1.39,0.0,,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,150500.0,medical,56,0.6845,1
B01606,28,migrant,Tamil Nadu,3,23107.35,17397.19,19313.54,32599.44,32099.11,21394.62,daily-wage,11,2,,2240.04,13.0,0.0,11,13,3.0,7.0,2019.0,464.98,2.27,2.5,0.342,0.43504292290512686,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,352000.0,business,13,0.5204,0
B01607,36,gig,Tamil Nadu,2,22683.45,44795.8,24278.19,27207.86,35438.86,19749.1,self-employed,20,3,65.2,1777.87,11.0,1.0,11,22,18.0,24.0,2017.0,531.04,1.39,3.2,0.322,0.5953791967761586,2.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,232400.0,consumption,55,0.2338,0
B01608,39,gig,Karnataka,2,37513.98,40848.84,30734.17,23261.01,21530.85,49311.6,salaried-gig,28,4,27.5,2357.16,13.0,1.0,7,11,8.0,14.0,,531.12,2.09,9.0,0.201,0.46373498529158874,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,57800.0,consumption,43,0.4167,0
B01609,50,rural,Uttar Pradesh,6,13353.42,15089.62,33117.48,10996.59,11442.48,36285.67,seasonal,38,4,63.0,2867.1,20.0,1.0,6,13,,,2015.0,276.87,1.61,0.0,,,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,111400.0,medical,41,0.5343,0
B01610,32,rural,Rajasthan,7,6707.63,8544.5,15964.55,8077.8,7330.91,17282.5,seasonal,19,3,,,,,10,19,1.0,21.0,2020.0,264.38,1.16,0.0,,,1.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,174000.0,agriculture,11,0.7785,1
B01611,40,gig,Delhi,2,15813.74,24045.29,6357.95,14460.88,17941.82,2000.0,self-employed,1,2,0.1,604.87,8.0,0.0,3,18,0.0,8.0,2023.0,491.51,0.5,5.2,0.514,0.13014328675300021,2.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,59900.0,business,19,0.6656,1
B01612,23,migrant,Gujarat,4,24350.21,24156.47,26654.88,27393.07,26149.72,38439.15,self-employed,15,3,,2127.67,16.0,1.0,11,12,9.0,21.0,2021.0,517.03,1.61,5.4,0.185,0.5711121049096627,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,124000.0,consumption,23,0.3893,0
B01613,55,rural,Madhya Pradesh,4,8393.23,7189.01,16256.08,8416.87,9348.34,13885.24,self-employed,21,2,30.0,1383.07,9.0,0.0,3,16,2.0,24.0,2021.0,233.09,1.1,0.0,,,1.0,2.0,3.0,2.0,1.0,3.0,5.0,3.0,235700.0,agriculture,15,0.6523,1
B01614,33,gig,Delhi,3,2412.77,51918.3,40307.35,59418.25,53150.14,18189.13,salaried-gig,30,4,85.2,2611.57,22.0,1.0,10,17,19.0,19.0,2014.0,611.12,2.76,12.9,0.176,0.9159090586519076,4.0,4.0,2.0,4.0,5.0,3.0,1.0,4.0,498300.0,business,36,0.3411,0
B01615,30,migrant,Gujarat,1,13046.67,16590.76,12077.12,17941.73,15423.23,22285.01,self-employed,7,1,19.4,672.07,,0.0,3,14,4.0,24.0,2022.0,506.62,0.73,7.5,0.352,0.2698442326300818,1.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,261000.0,medical,38,0.5547,0
B01616,33,gig,Karnataka,3,25929.2,17032.88,33890.82,28140.76,34491.84,22669.77,salaried-gig,18,3,39.2,1732.86,11.0,0.0,6,14,,,2016.0,646.32,1.55,4.8,0.218,0.43005264258532655,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,157200.0,consumption,13,0.4924,0
B01617,27,gig,Tamil Nadu,5,9177.48,27009.26,22045.08,27372.05,27825.87,13009.82,salaried-gig,6,2,42.2,999.18,2.0,1.0,6,7,1.0,13.0,2022.0,594.58,1.2,1.4,0.38,0.13670342413248304,2.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,483200.0,medical,29,0.5409,0
B01618,22,gig,Delhi,2,16846.65,38626.79,33088.37,23783.91,41945.1,28480.74,self-employed,27,3,80.6,2182.86,26.0,0.0,15,18,11.0,15.0,2021.0,601.39,2.26,10.5,0.283,0.8810011101998836,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,351900.0,education,58,0.2233,0
B01619,31,migrant,Maharashtra,3,33946.27,30080.21,31447.85,40723.92,40891.68,36946.71,daily-wage,14,4,84.9,3018.71,30.0,1.0,22,22,13.0,14.0,,736.77,2.82,13.0,0.112,0.8304261203132726,5.0,3.0,1.0,5.0,5.0,5.0,1.0,4.0,491000.0,business,11,0.1605,0
B01620,32,rural,Bihar,5,12011.76,11667.37,21909.96,11999.97,9951.36,20772.71,self-employed,28,2,18.9,1196.9,16.0,0.0,11,16,,,2020.0,369.93,1.41,0.0,,,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,474000.0,agriculture,31,0.3925,0
B01621,25,gig,Tamil Nadu,4,22737.49,36994.9,12067.89,50403.11,56546.17,35525.76,self-employed,26,4,66.3,2459.78,17.0,0.0,7,17,8.0,22.0,2021.0,596.86,2.15,10.9,0.269,0.9127686887027251,4.0,4.0,3.0,2.0,4.0,3.0,3.0,5.0,130000.0,agriculture,27,0.383,0
B01622,23,gig,Tamil Nadu,2,36041.62,38459.41,18095.21,20645.96,26045.97,30776.85,self-employed,30,4,85.6,2622.58,30.0,0.0,16,18,19.0,20.0,2020.0,615.71,2.79,17.9,0.104,0.6033992514928543,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,335800.0,consumption,56,0.0765,0
B01623,35,gig,Tamil Nadu,3,25742.11,31870.9,20867.21,19575.75,23739.91,8999.35,salaried-gig,18,4,36.8,1589.02,17.0,0.0,2,12,6.0,11.0,2016.0,455.82,1.97,2.5,0.272,0.8268400782610219,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,475900.0,medical,38,0.3987,0
B01624,26,migrant,Gujarat,4,17849.45,26267.52,25831.79,22322.85,29786.12,23674.97,salaried-gig,14,3,,2050.4,12.0,1.0,10,17,11.0,15.0,2019.0,541.59,1.64,6.2,0.26,0.746545888552454,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,351800.0,medical,15,0.3572,0
B01625,43,rural,Odisha,6,11741.02,11337.67,13878.12,10685.6,9407.93,18106.73,seasonal,24,1,,,,,6,10,,,2020.0,208.79,1.54,0.0,,,3.0,2.0,3.0,,2.0,2.0,4.0,2.0,89000.0,medical,13,0.5152,0
B01626,45,rural,Madhya Pradesh,7,10546.68,11018.82,17426.87,11208.64,10356.13,16907.85,self-employed,26,3,72.8,1721.88,16.0,0.0,9,15,,,2019.0,236.27,1.58,11.2,0.294,0.22928996088992357,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,347600.0,agriculture,58,0.3371,0
B01627,24,migrant,Gujarat,3,13882.16,14082.03,14331.89,16855.69,12701.58,16749.31,daily-wage,1,2,37.2,1590.05,3.0,0.0,4,10,4.0,17.0,2021.0,663.12,0.87,0.0,,,1.0,3.0,5.0,,2.0,2.0,4.0,1.0,168400.0,education,54,0.483,0
B01628,32,migrant,Delhi,1,27636.71,27924.28,29170.88,19512.25,27249.75,30135.19,salaried-gig,12,4,52.7,2245.02,23.0,1.0,2,7,3.0,15.0,2016.0,597.06,2.22,9.5,0.227,0.6707277029297327,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,102300.0,business,21,0.2692,0
B01629,24,migrant,Tamil Nadu,2,18141.18,28750.92,24061.61,31515.03,36131.55,31926.81,self-employed,12,2,55.8,,9.0,1.0,3,7,10.0,16.0,2021.0,567.65,2.05,5.2,0.267,0.3292364561691625,4.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,190200.0,medical,58,0.3074,0
B01630,34,rural,Odisha,7,8419.2,8097.37,12416.72,7659.1,6999.11,13505.37,seasonal,19,2,,,,,2,21,1.0,23.0,2022.0,270.14,0.81,0.0,,,2.0,1.0,4.0,3.0,2.0,2.0,5.0,2.0,414400.0,agriculture,42,0.7378,1
B01631,31,gig,Karnataka,4,39225.27,25399.81,21594.65,34225.97,41517.91,37491.05,salaried-gig,14,3,59.3,1627.79,13.0,1.0,4,22,5.0,19.0,2017.0,538.79,2.11,6.2,0.298,0.22373798868163283,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,277700.0,medical,23,0.4443,0
B01632,45,rural,Bihar,6,15027.8,14840.42,29963.04,15535.09,13615.57,24904.57,daily-wage,42,3,,,,,12,16,,,2016.0,323.13,2.56,0.0,,,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,277100.0,agriculture,38,0.6297,1
B01633,36,gig,Tamil Nadu,5,37810.54,51518.98,40060.71,25394.08,20405.8,51277.53,salaried-gig,25,3,58.3,2086.72,14.0,1.0,8,19,,,,837.07,2.35,6.6,0.23,0.8934070665935164,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,185400.0,business,16,0.505,0
B01634,24,gig,Karnataka,2,29980.41,42718.18,41231.66,39978.8,24611.41,28490.14,self-employed,23,3,52.8,2492.26,20.0,1.0,7,10,6.0,7.0,2018.0,492.95,2.28,6.7,0.216,0.6444453571463126,4.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,138800.0,business,21,0.1783,0
B01635,45,rural,Bihar,7,17738.7,16062.63,24276.3,15884.57,17413.55,24020.43,seasonal,49,3,74.3,2539.77,29.0,0.0,12,14,,,,278.99,2.09,0.0,,,4.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,460800.0,medical,33,0.294,0
B01636,55,rural,Uttar Pradesh,4,6228.26,8320.77,11478.29,7172.44,4779.25,14936.34,self-employed,11,2,,,,,1,15,,,2022.0,229.59,1.18,0.0,,,2.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,144800.0,agriculture,26,0.6553,1
B01637,53,rural,Uttar Pradesh,7,7712.8,7119.09,14532.57,8323.84,9732.22,12288.89,self-employed,21,2,,,,,3,22,0.0,11.0,2022.0,100.0,0.85,0.0,,,3.0,2.0,4.0,2.0,2.0,,3.0,1.0,139500.0,consumption,26,0.7257,1
B01638,39,gig,Telangana,5,13780.25,15221.35,10843.21,13160.21,15929.71,8456.51,salaried-gig,5,1,0.0,475.75,5.0,0.0,0,9,1.0,12.0,2023.0,319.89,0.72,3.8,0.361,0.20511407281095398,3.0,2.0,5.0,,2.0,1.0,4.0,1.0,172000.0,agriculture,36,0.6511,1
B01639,35,gig,Telangana,3,31547.88,52975.3,21610.13,16750.29,27796.49,19474.9,salaried-gig,25,4,71.2,1964.19,28.0,0.0,9,23,13.0,16.0,2015.0,531.9,2.01,11.5,0.224,0.5494783046509774,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,291500.0,education,59,0.2905,0
B01640,23,migrant,Tamil Nadu,2,24293.05,23677.64,23152.8,22198.56,20656.97,22280.52,daily-wage,7,3,63.9,,14.0,1.0,3,11,4.0,10.0,2023.0,348.68,1.54,6.5,0.235,0.4236808913435951,2.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,101800.0,education,32,0.5218,0
B01641,39,rural,Madhya Pradesh,4,8201.13,7675.66,8685.52,7679.52,5691.32,10375.21,self-employed,6,1,0.0,1380.66,11.0,0.0,6,19,1.0,16.0,2024.0,238.9,0.97,0.0,,,2.0,1.0,4.0,3.0,2.0,,5.0,2.0,11100.0,agriculture,52,0.5698,0
B01642,47,rural,Odisha,5,9328.42,9365.52,16076.8,8697.33,11121.71,17635.35,seasonal,22,2,,,,,7,15,,,2022.0,132.54,1.61,0.0,,,3.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,110000.0,business,24,0.4773,0
B01643,21,migrant,Tamil Nadu,1,29480.5,26337.71,33096.67,30439.61,23542.79,35337.4,salaried-gig,14,3,55.0,3111.13,31.0,0.0,15,23,19.0,22.0,2023.0,635.9,2.94,15.8,0.306,0.7207063245368086,4.0,4.0,2.0,2.0,4.0,,2.0,3.0,173700.0,business,57,0.0332,0
B01644,39,gig,Delhi,4,16925.94,33093.45,24732.77,30409.08,23081.9,23789.84,salaried-gig,12,3,30.2,1005.92,13.0,0.0,3,6,10.0,18.0,2018.0,645.32,1.32,12.7,0.382,0.08272204702906438,3.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,429500.0,consumption,29,0.4997,0
B01645,34,gig,Maharashtra,2,37016.96,9792.59,17228.25,47367.01,37941.25,36232.09,self-employed,17,3,59.8,1933.61,25.0,0.0,8,15,7.0,18.0,2018.0,510.9,1.11,7.8,0.237,0.6653947044063651,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,257300.0,medical,53,0.4617,0
B01646,22,migrant,Tamil Nadu,4,15942.55,18283.91,19620.15,18117.05,13475.27,22311.73,self-employed,6,2,6.8,1249.53,7.0,1.0,2,23,6.0,20.0,2021.0,500.92,1.25,2.0,0.324,0.15840396511773794,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,162100.0,consumption,47,0.5678,0
B01647,34,migrant,Karnataka,2,30164.71,24374.74,19766.75,18227.81,20791.63,20303.9,salaried-gig,3,3,46.4,1534.46,,0.0,3,21,5.0,12.0,2017.0,514.83,1.98,5.1,0.277,0.44195319246668346,2.0,1.0,3.0,,3.0,,3.0,2.0,321800.0,consumption,21,0.6184,1
B01648,28,gig,Telangana,5,8161.97,23525.82,25473.63,24282.62,9243.93,12946.16,daily-wage,9,2,48.2,576.48,2.0,0.0,10,22,5.0,12.0,2021.0,448.37,1.06,4.5,0.456,0.4824804616543504,4.0,3.0,3.0,1.0,2.0,,3.0,2.0,404500.0,business,48,0.5098,0
B01649,50,rural,Madhya Pradesh,5,18760.96,9714.89,26729.17,12461.17,11446.82,23177.19,self-employed,39,4,48.4,2480.89,23.0,0.0,17,22,,,,314.12,1.8,8.8,0.317,0.34300766662088894,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,227900.0,consumption,9,0.3996,0
B01650,28,rural,Madhya Pradesh,7,16287.16,11316.26,23521.18,14807.08,14639.52,16819.3,self-employed,37,3,,,,,5,6,,,2020.0,365.09,1.57,0.0,,,3.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,427200.0,agriculture,49,0.5126,0
B01651,47,rural,Odisha,6,13278.72,15692.5,24798.35,17417.87,17521.3,28283.83,seasonal,49,3,64.1,2725.39,26.0,0.0,9,13,,,2014.0,363.24,2.46,0.0,,,3.0,3.0,2.0,5.0,4.0,,3.0,4.0,498800.0,business,38,0.2354,0
B01652,33,gig,Delhi,5,48123.14,30975.35,18665.64,22104.49,22750.42,24472.81,salaried-gig,18,3,66.0,1344.41,16.0,1.0,3,10,,,2017.0,425.01,1.59,1.5,0.289,0.45495180634163435,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,197600.0,business,54,0.505,0
B01653,53,rural,Madhya Pradesh,6,10665.25,13346.39,30107.05,11885.15,9604.09,26990.12,daily-wage,26,3,,,,,13,23,,,2018.0,386.14,2.22,0.0,,,2.0,4.0,3.0,2.0,3.0,,3.0,4.0,330100.0,business,13,0.6478,1
B01654,33,gig,Telangana,3,20691.35,23198.97,4603.74,29915.27,16204.39,32206.1,daily-wage,12,3,47.2,1377.27,15.0,0.0,1,9,4.0,8.0,2018.0,470.71,1.72,8.7,0.318,0.08338596982668894,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,367900.0,business,56,0.4759,0
B01655,25,gig,Maharashtra,4,13998.59,32179.87,9839.22,35430.5,29190.0,22956.25,salaried-gig,14,4,32.3,2075.93,17.0,0.0,4,12,,,2021.0,450.03,1.51,2.8,0.324,0.1355448337648582,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,312200.0,agriculture,25,0.4646,0
B01656,35,migrant,Tamil Nadu,1,19072.05,21401.73,24088.78,21396.44,21723.76,25718.42,daily-wage,4,2,51.4,1252.33,14.0,0.0,4,18,5.0,13.0,2018.0,646.77,1.32,3.0,0.339,0.42650595655363516,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,215800.0,consumption,52,0.4525,0
B01657,31,rural,Odisha,7,5997.48,5928.65,11986.19,6198.16,4975.01,10323.89,seasonal,15,1,6.3,940.01,4.0,0.0,2,10,0.0,12.0,2023.0,100.0,0.98,0.0,,,2.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,188600.0,agriculture,49,0.5182,0
B01658,29,migrant,Maharashtra,3,35788.12,35423.86,35558.65,28841.59,33035.98,39192.48,daily-wage,17,4,112.8,3496.08,22.0,1.0,11,11,11.0,14.0,2013.0,571.42,3.09,14.2,0.154,0.9977499528225844,4.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,451900.0,consumption,32,0.0,0
B01659,23,gig,Karnataka,2,44909.25,18739.63,7337.69,25231.99,30844.19,7866.87,salaried-gig,14,3,50.0,1578.61,17.0,0.0,17,23,1.0,6.0,2021.0,589.13,1.32,3.1,0.38,0.522344623336205,2.0,3.0,5.0,,3.0,2.0,4.0,3.0,391400.0,agriculture,17,0.6063,1
B01660,34,gig,Karnataka,2,16871.38,25146.51,24441.2,17744.48,22008.97,16557.52,salaried-gig,10,2,51.0,1348.48,4.0,0.0,4,19,2.0,9.0,,582.32,1.34,9.4,0.437,0.15087503395013221,1.0,2.0,3.0,,3.0,1.0,3.0,1.0,139500.0,business,34,0.4258,0
B01661,23,gig,Telangana,2,2000.0,20193.07,18859.51,29490.38,18199.23,30371.54,self-employed,18,3,67.1,1948.97,14.0,0.0,3,8,,,2021.0,504.04,1.79,8.2,0.208,0.26410117920146786,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,260300.0,consumption,45,0.5175,0
B01662,23,gig,Delhi,4,26934.46,25697.07,21192.65,32848.33,23913.93,19920.11,salaried-gig,11,2,17.2,999.42,9.0,0.0,14,18,,,2023.0,623.03,1.35,1.9,0.345,0.18520539233212768,3.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,396900.0,consumption,57,0.4804,0
B01663,49,rural,Uttar Pradesh,6,10759.07,12541.3,21774.95,9746.12,10738.64,24512.0,self-employed,28,3,70.5,1878.23,7.0,0.0,7,10,6.0,17.0,2017.0,286.17,1.58,7.7,0.301,0.552583213923695,3.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,225900.0,agriculture,54,0.4848,0
B01664,23,gig,Maharashtra,2,58083.24,31780.45,41786.4,50094.2,27468.73,39975.87,salaried-gig,28,4,96.0,2360.11,15.0,1.0,9,9,13.0,15.0,2020.0,578.47,2.23,13.1,0.246,0.9422104616469456,5.0,3.0,1.0,3.0,3.0,,2.0,4.0,88300.0,education,18,0.2504,0
B01665,29,rural,Uttar Pradesh,6,9774.01,10760.73,15515.54,10111.99,10019.56,18779.24,seasonal,17,2,,,,,5,20,,,2020.0,361.77,0.89,0.0,,,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,82700.0,medical,48,0.5151,0
B01666,34,migrant,Delhi,2,12031.74,17221.29,17166.4,14739.93,12702.22,16123.32,salaried-gig,4,1,13.3,1197.64,7.0,0.0,3,13,1.0,18.0,2023.0,336.43,0.5,2.6,0.438,0.016285195587155552,2.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,83300.0,education,59,0.5124,0
B01667,33,gig,Tamil Nadu,3,26898.82,26796.05,53530.64,29002.61,35251.15,41963.31,salaried-gig,28,4,78.3,3202.61,29.0,1.0,17,17,,,2013.0,705.27,3.0,20.0,0.109,0.5827749493237683,4.0,2.0,1.0,4.0,4.0,5.0,2.0,4.0,371300.0,business,28,0.385,0
B01668,39,gig,Maharashtra,4,52800.75,57827.57,28782.1,47591.14,59235.68,57359.24,self-employed,35,4,100.7,3205.62,26.0,0.0,16,18,14.0,16.0,2011.0,675.14,3.18,14.3,0.14,0.9332048616459653,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,322600.0,medical,30,0.1297,0
B01669,31,gig,Delhi,5,29696.19,45358.33,27343.73,57837.36,61266.41,53435.41,self-employed,27,3,66.0,2561.2,26.0,1.0,8,11,4.0,10.0,2017.0,619.58,2.09,12.4,0.24,0.7933608973377541,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,435600.0,education,10,0.2886,0
B01670,24,gig,Telangana,5,54944.68,33665.21,26659.94,3932.96,14531.57,9764.05,daily-wage,24,3,81.4,2490.43,20.0,1.0,12,19,18.0,23.0,2019.0,668.32,2.34,14.9,0.204,0.7824811303570861,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,416700.0,consumption,19,0.3497,0
B01671,31,migrant,Gujarat,1,25510.67,30392.72,27661.04,20291.12,25618.39,25711.61,salaried-gig,9,3,56.0,1666.44,27.0,0.0,14,18,2.0,16.0,2016.0,584.24,1.93,3.9,0.256,0.5050087158954711,5.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,451000.0,business,20,0.3038,0
B01672,27,migrant,Maharashtra,4,19197.11,15688.9,18371.16,16804.23,20744.24,18375.87,salaried-gig,7,2,1.3,896.06,6.0,0.0,0,10,7.0,24.0,2021.0,384.09,1.39,4.3,0.36,0.18829948169622493,1.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,353600.0,education,22,0.6499,1
